import time: self [us] | cumulative | imported package
import time:       558 |        558 |                             cupyx.scipy.sparse._construct
import time:       506 |        506 |                             cupyx.scipy.sparse._extract
import time:       851 |      11610 |                           cupyx.scipy.sparse
import time:        23 |      11633 |                         cupyx.scipy.sparse._base
import time:       555 |      12188 |                       cupyx.scipy
import time:       696 |      18256 |                     cupyx.linalg.sparse._solve
import time:       735 |      18990 |                   cupyx.linalg.sparse
import time:       460 |        460 |                   cupyx.linalg._solve
import time:       557 |      20007 |                 cupyx.linalg
import time:       750 |        750 |                       cupyx.profiler._time
import time:       505 |        505 |                       cupyx.profiler._time_range
import time:       543 |       1797 |                     cupyx.profiler
import time:        23 |       1819 |                   cupyx.profiler._time
import time:       484 |       2302 |                 cupyx.time
import time:       674 |        674 |                     optuna
import time:       786 |       1460 |                   cupyx.optimizing._optimize
import time:       527 |       1987 |                 cupyx.optimizing
import time:       484 |        484 |                 cupyx._ufunc_config
import time:       500 |        500 |                 cupyx._pinned_array
import time:       466 |        466 |                 cupyx._gufunc
import time:       987 |      28511 |               cupyx
import time:       694 |        694 |                       backports_abc
import time:      1711 |       2404 |                     cupy.fft._cache
import time:       513 |       2917 |                   cupy.fft.config
import time:       879 |       3796 |                 cupy.fft._fft
import time:       542 |       4337 |               cupy.fft
import time:       680 |        680 |                 cupy.polynomial.polynomial
import time:       494 |        494 |                 cupy.polynomial.polyutils
import time:       563 |       1736 |               cupy.polynomial
import time:       708 |        708 |                     cupy.random._kernels
import time:       845 |       1553 |                   cupy.random._generator
import time:       767 |       2319 |                 cupy.random._distributions
import time:       497 |        497 |                 cupy.random._permutations
import time:       521 |        521 |                 cupy.random._sample
import time:      1655 |       1655 |                 cupy.random._bit_generator
import time:       671 |       5661 |               cupy.random
import time:       579 |        579 |               cupy.sparse
import time:       617 |        617 |                         unittest.util
import time:       799 |       1416 |                       unittest.result
import time:      1068 |       1068 |                       unittest.case
import time:       580 |        580 |                       unittest.suite
import time:       857 |        857 |                       unittest.loader
import time:       521 |        521 |                           unittest.signals
import time:       595 |       1116 |                         unittest.runner
import time:       554 |       1669 |                       unittest.main
import time:       785 |       6371 |                     unittest
import time:       750 |        750 |                     numpy.testing._private
import time:      2815 |       2815 |                     numpy.testing._private.utils
import time:       538 |        538 |                     numpy.testing._private.extbuild
import time:       486 |        486 |                     numpy.testing.overrides
import time:       633 |      11591 |                   numpy.testing
import time:       770 |      12360 |                 cupy.testing._array
import time:       457 |        457 |                       cupy.testing._bundle
import time:       538 |        995 |                     cupy.testing._parameterized
import time:       659 |        659 |                     pytest
import time:       518 |       2170 |                   cupy.testing._pytest_impl
import time:       481 |       2650 |                 cupy.testing._attr
import time:      1519 |       1519 |                   unittest.mock
import time:       599 |       2118 |                 cupy.testing._helper
import time:       695 |        695 |                 cupy.testing._loops
import time:       497 |        497 |                 cupy.testing._random
import time:       645 |      18962 |               cupy.testing
import time:       510 |        510 |               cupy._creation.from_data
import time:       721 |        721 |               cupy._creation.ranges
import time:       634 |        634 |               cupy._creation.matrix
import time:       576 |        576 |                 cupy._functional
import time:       782 |       1358 |               cupy._functional.piecewise
import time:       519 |        519 |                             cupy._logic
import time:       846 |        846 |                             cupy._logic.ops
import time:       531 |        531 |                             cupy._math
import time:       875 |        875 |                             cupy._math.arithmetic
import time:       575 |        575 |                               cupy._logic.content
import time:       592 |       1166 |                             cupy._logic.comparison
import time:       575 |        575 |                             cupy._binary
import time:       813 |        813 |                             cupy._binary.elementwise
import time:       888 |       6209 |                           cupyx.jit._cuda_typerules
import time:       736 |       6944 |                         cupyx.jit._internal_types
import time:       892 |       7836 |                       cupyx.jit._cuda_types
import time:       810 |        810 |                       cupyx.jit._builtin_funcs
import time:      1098 |       9742 |                     cupyx.jit._compile
import time:       800 |      10541 |                   cupyx.jit._interface
import time:       682 |        682 |                   cupyx.jit.cg
import time:       595 |        595 |                   cupyx.jit.cub
import time:      1748 |       1748 |                   cupyx.jit.thrust
import time:       712 |      14276 |                 cupyx.jit
import time:       558 |      14834 |               cupy._functional.vectorize
import time:       708 |        708 |                   cupy.lib.stride_tricks
import time:       582 |       1290 |                 cupy.lib
import time:       494 |       1784 |               cupy.lib._shape_base
import time:       521 |        521 |                 cupy._manipulation
import time:       514 |        514 |                 cupy._sorting
import time:       884 |        884 |                 cupy._sorting.search
import time:       739 |       2657 |               cupy._manipulation.basic
import time:     10101 |      10101 |               cupy._manipulation.shape
import time:       537 |        537 |               cupy._manipulation.transpose
import time:       514 |        514 |               cupy._manipulation.dims
import time:       593 |        593 |               cupy._manipulation.join
import time:       504 |        504 |               cupy._manipulation.kind
import time:       470 |        470 |               cupy._manipulation.split
import time:       490 |        490 |               cupy._manipulation.tiling
import time:       615 |        615 |               cupy._manipulation.add_remove
import time:       570 |        570 |               cupy._manipulation.rearrange
import time:       547 |        547 |               cupy._binary.packing
import time:       529 |        529 |                 cupy._indexing
import time:     10627 |      11156 |               cupy._indexing.generate
import time:       542 |        542 |               cupy._indexing.indexing
import time:       529 |        529 |               cupy._indexing.insert
import time:       643 |        643 |               cupy._indexing.iterate
import time:       556 |        556 |                 cupy._io
import time:       774 |       1330 |               cupy._io.npz
import time:       485 |        485 |               cupy._io.formatting
import time:       462 |        462 |               cupy._io.text
import time:       510 |        510 |                 cupy.linalg._einsum_opt
import time:       670 |        670 |                   cuquantum
import time:       537 |       1207 |                 cupy.linalg._einsum_cutn
import time:      1510 |       1510 |                 cupy_backends.cuda.libs.cutensor
import time:       670 |       3895 |               cupy.linalg._einsum
import time:       573 |        573 |               cupy._logic.truth
import time:       479 |        479 |               cupy._logic.type_testing
import time:       663 |        663 |                             uarray
import time:      1514 |       1514 |                                 scipy._lib._uarray._uarray
import time:       906 |       2420 |                               scipy._lib._uarray._backend
import time:       545 |       2964 |                             scipy._lib._uarray
import time:       511 |       4138 |                           scipy._lib.uarray
import time:      1346 |       5483 |                         scipy.fft._basic
import time:       827 |        827 |                         scipy.fft._realtransforms
import time:       780 |        780 |                               scipy.special._sf_error
import time:      1114 |       1114 |                                 scipy.special._ufuncs_cxx
import time:      1162 |       1162 |                                 scipy.special._special_ufuncs
import time:      2225 |       4500 |                               scipy.special._ufuncs
import time:       573 |        573 |                               scipy.special._support_alternative_backends
import time:       930 |        930 |                                 scipy.special._gufuncs
import time:       923 |        923 |                                 scipy.special._specfun
import time:       889 |        889 |                                 scipy.special._comb
import time:       879 |       3620 |                               scipy.special._basic
import time:       508 |        508 |                               scipy.special._logsumexp
import time:       799 |        799 |                               scipy.special._orthogonal
import time:       507 |        507 |                               scipy.special._spfun_stats
import time:       908 |        908 |                                 scipy.special._ellip_harm_2
import time:       555 |       1462 |                               scipy.special._ellip_harm
import time:       493 |        493 |                               scipy.special._lambertw
import time:       505 |        505 |                               scipy.special._spherical_bessel
import time:       512 |        512 |                               scipy.special.add_newdocs
import time:       531 |        531 |                               scipy.special.basic
import time:       487 |        487 |                               scipy.special.orthogonal
import time:       470 |        470 |                               scipy.special.specfun
import time:       470 |        470 |                               scipy.special.sf_error
import time:       474 |        474 |                               scipy.special.spfun_stats
import time:      1025 |      17709 |                             scipy.special
import time:       539 |      18247 |                           scipy.fft._fftlog_backend
import time:       585 |      18831 |                         scipy.fft._fftlog
import time:      1064 |       1064 |                               scipy.fft._pocketfft.pypocketfft
import time:       557 |        557 |                               scipy.fft._pocketfft.helper
import time:       770 |       2390 |                             scipy.fft._pocketfft.basic
import time:       516 |        516 |                             scipy.fft._pocketfft.realtransforms
import time:       590 |       3495 |                           scipy.fft._pocketfft
import time:       575 |       4069 |                         scipy.fft._helper
import time:       591 |        591 |                           scipy.fft._basic_backend
import time:       492 |        492 |                           scipy.fft._realtransforms_backend
import time:       557 |       1640 |                         scipy.fft._backend
import time:       639 |      31487 |                       scipy.fft
import time:       804 |      32291 |                     cupyx.scipy.fft._fft
import time:       468 |        468 |                               cupyx.scipy.special._complexstuff
import time:       463 |        463 |                               cupyx.scipy.special._trig
import time:       528 |       1459 |                             cupyx.scipy.special._loggamma
import time:       518 |       1977 |                           cupyx.scipy.special._gamma
import time:       827 |       2803 |                         cupyx.scipy.special._bessel
import time:       519 |        519 |                         cupyx.scipy.special._spherical_bessel
import time:       571 |        571 |                             cupyx.scipy.special._digamma
import time:       518 |        518 |                               cupyx.scipy.special._zeta
import time:       670 |       1188 |                             cupyx.scipy.special._gammainc
import time:       673 |       2430 |                           cupyx.scipy.special._beta
import time:       958 |       3388 |                         cupyx.scipy.special._stats_distributions
import time:       638 |        638 |                         cupyx.scipy.special._statistics
import time:       587 |        587 |                         cupyx.scipy.special._convex_analysis
import time:       572 |        572 |                         cupyx.scipy.special._gammaln
import time:       525 |        525 |                         cupyx.scipy.special._gammasgn
import time:       515 |        515 |                         cupyx.scipy.special._polygamma
import time:       503 |        503 |                         cupyx.scipy.special._poch
import time:       582 |        582 |                         cupyx.scipy.special._erf
import time:       516 |        516 |                         cupyx.scipy.special._lpmv
import time:       516 |        516 |                         cupyx.scipy.special._sph_harm
import time:       508 |        508 |                         cupyx.scipy.special._binom
import time:       491 |        491 |                         cupyx.scipy.special._exp1
import time:       507 |        507 |                         cupyx.scipy.special._expi
import time:       492 |        492 |                         cupyx.scipy.special._expn
import time:       487 |        487 |                         cupyx.scipy.special._softmax
import time:       501 |        501 |                         cupyx.scipy.special._logsoftmax
import time:       521 |        521 |                         cupyx.scipy.special._zetac
import time:      1020 |       1020 |                         cupyx.scipy.special._basic
import time:       485 |        485 |                           cupy._math.ufunc
import time:       572 |       1057 |                         cupy._math.rounding
import time:       507 |        507 |                         cupyx.scipy.special._xlogy
import time:       533 |        533 |                         cupyx.scipy.special._logsumexp
import time:       503 |        503 |                         cupy._math.special
import time:       559 |        559 |                         cupyx.scipy.special._ellip
import time:      2217 |      21557 |                       cupyx.scipy.special
import time:       542 |      22098 |                     cupyx.scipy.fft._fftlog
import time:       590 |        590 |                     cupyx.scipy.fft._helper
import time:       750 |        750 |                       cupyx.scipy.fftpack._fft
import time:       570 |       1319 |                     cupyx.scipy.fftpack
import time:       657 |        657 |                     cupyx.scipy.fft._realtransforms
import time:       627 |      57580 |                   cupyx.scipy.fft
import time:       596 |      58176 |                 cupy.lib._routines_poly
import time:      1477 |      59653 |               cupy.lib._polynomial
import time:       564 |        564 |                 cupy._math.sumprod
import time:       682 |       1245 |               cupy._math.trigonometric
import time:       525 |        525 |               cupy._math.hyperbolic
import time:       527 |        527 |               cupy._math.window
import time:       557 |        557 |               cupy._math.explog
import time:       549 |        549 |               cupy._math.floating
import time:       535 |        535 |               cupy._math.rational
import time:       728 |        728 |               cupy._math.misc
import time:       515 |        515 |                 cupy._misc
import time:       682 |       1197 |               cupy._misc.byte_bounds
import time:       487 |        487 |               cupy._misc.memory_ranges
import time:       468 |        468 |               cupy._misc.who
import time:       506 |        506 |                 cupy._padding
import time:       789 |       1295 |               cupy._padding.pad
import time:       486 |        486 |               cupy._sorting.count
import time:       487 |        487 |               cupy._sorting.sort
import time:       521 |        521 |                 cupy._statistics
import time:       728 |       1248 |               cupy._statistics.correlation
import time:       514 |        514 |               cupy._statistics.order
import time:       489 |        489 |               cupy._statistics.meanvar
import time:       568 |        568 |               cupy._statistics.histogram
import time:    144208 |     524607 |             cupy
import time:     34489 |     941457 |           tomobase.registrations.environment
import time:       785 |        785 |                   packaging
import time:       624 |        624 |                   packaging._structures
import time:      2419 |       3828 |                 packaging.version
import time:      3420 |       3420 |                   PyQt5
import time:      1503 |       1503 |                   PyQt5.sip
import time:     15230 |      20152 |                 PyQt5.QtCore
import time:       135 |        135 |                   PyQt5.QtDataVisualization
import time:       839 |        973 |                 qtpy.QtDataVisualization
import time:      1227 |      26180 |               qtpy
import time:       520 |        520 |               qtpy._utils
import time:      7050 |       7050 |                 PyQt5.QtGui
import time:     12134 |      19184 |               PyQt5.QtWidgets
import time:      1078 |      46960 |             qtpy.QtWidgets
import time:       643 |      47603 |           tomobase.data.base
import time:       727 |    1887657 |         tomobase.data.image
import time:       601 |        601 |         tomobase.data.volume
import time:      3538 |       3538 |             h5py._errors
import time:      2764 |       2764 |                 h5py.defs
import time:      1453 |       1453 |                 h5py._objects
import time:       549 |        549 |                 h5py.h5py_warnings
import time:      1496 |       6261 |               h5py.h5
import time:       811 |       7072 |             h5py.version
import time:      1300 |       1300 |                     h5py.utils
import time:      2641 |       3941 |                   h5py.h5t
import time:      1594 |       1594 |                   h5py.h5s
import time:      1347 |       1347 |                   h5py.h5ac
import time:      2064 |       8944 |                 h5py.h5p
import time:      1377 |      10321 |               h5py.h5r
import time:      1278 |       1278 |               h5py._proxy
import time:      1477 |      13075 |             h5py._conv
import time:      1315 |       1315 |             h5py.h5z
import time:      1485 |       1485 |             h5py.h5a
import time:      1748 |       1748 |             h5py.h5d
import time:      1366 |       1366 |             h5py.h5ds
import time:      1492 |       1492 |               h5py.h5g
import time:      1345 |       1345 |               h5py.h5i
import time:      1455 |       1455 |               h5py.h5o
import time:      1862 |       6153 |             h5py.h5f
import time:      1512 |       1512 |             h5py.h5fd
import time:      1341 |       1341 |             h5py.h5pl
import time:       649 |        649 |             h5py._hl
import time:       518 |        518 |                 h5py._hl.compat
import time:       889 |       1407 |               h5py._hl.base
import time:      1055 |       2462 |             h5py._hl.filters
import time:      1467 |       1467 |                 h5py.h5l
import time:       695 |        695 |                     backports_abc
import time:      1571 |       2266 |                   h5py._selector
import time:       675 |        675 |                   h5py._hl.selections
import time:       506 |        506 |                   h5py._hl.selections2
import time:       507 |        507 |                   h5py._hl.datatype
import time:       695 |        695 |                   h5py._hl.vds
import time:       961 |       5608 |                 h5py._hl.dataset
import time:       800 |       7874 |               h5py._hl.group
import time:       872 |       8746 |             h5py._hl.files
import time:       612 |        612 |             h5py._hl.attrs
import time:      1311 |      52376 |           h5py
import time:       526 |        526 |                   scipy._lib.doccer
import time:       487 |        487 |                   scipy.io.matlab._byteordercodes
import time:       703 |       1715 |                 scipy.io.matlab._miobase
import time:       937 |        937 |                   scipy.io.matlab._mio_utils
import time:       705 |       1641 |                 scipy.io.matlab._mio4
import time:       916 |        916 |                     scipy.io.matlab._streams
import time:       712 |        712 |                     scipy.io.matlab._mio5_params
import time:      1075 |       2701 |                   scipy.io.matlab._mio5_utils
import time:       803 |       3503 |                 scipy.io.matlab._mio5
import time:       961 |       7819 |               scipy.io.matlab._mio
import time:       517 |        517 |               scipy.io.matlab.mio
import time:       483 |        483 |               scipy.io.matlab.mio5
import time:       485 |        485 |               scipy.io.matlab.mio5_params
import time:       473 |        473 |               scipy.io.matlab.mio4
import time:       473 |        473 |               scipy.io.matlab.byteordercodes
import time:       466 |        466 |               scipy.io.matlab.miobase
import time:       472 |        472 |               scipy.io.matlab.mio_utils
import time:       482 |        482 |               scipy.io.matlab.streams
import time:       471 |        471 |               scipy.io.matlab.mio5_utils
import time:       962 |      13099 |             scipy.io.matlab
import time:       722 |        722 |             scipy.io._netcdf
import time:       557 |        557 |             scipy.io._fortran
import time:       614 |        614 |               scipy.io._mmio
import time:       680 |        680 |               threadpoolctl
import time:       788 |       2081 |             scipy.io._fast_matrix_market
import time:       625 |        625 |             scipy.io._idl
import time:       647 |        647 |                 scipy.io._harwell_boeing._fortran_format_parser
import time:      1016 |       1663 |               scipy.io._harwell_boeing.hb
import time:       593 |       2256 |             scipy.io._harwell_boeing
import time:      1545 |       1545 |               scipy.io.arff._arffread
import time:       481 |        481 |               scipy.io.arff.arffread
import time:       590 |       2615 |             scipy.io.arff
import time:       469 |        469 |             scipy.io.harwell_boeing
import time:       488 |        488 |             scipy.io.idl
import time:       454 |        454 |             scipy.io.mmio
import time:       454 |        454 |             scipy.io.netcdf
import time:      2835 |       2835 |             scipy.io.wavfile
import time:       790 |      27440 |           scipy.io
import time:       538 |        538 |               mrcz.__version__
import time:       590 |        590 |                         distutils._functools
import time:       795 |        795 |                             distutils.compat.py38
import time:       587 |       1381 |                           distutils.compat
import time:       552 |       1933 |                         distutils.compat.py39
import time:       657 |        657 |                         distutils.errors
import time:       801 |       3980 |                       distutils._modified
import time:       466 |        466 |                         distutils._log
import time:       521 |        521 |                         distutils.dir_util
import time:       529 |        529 |                           distutils.debug
import time:       532 |       1061 |                         distutils.spawn
import time:       726 |        726 |                         pwd
import time:       672 |        672 |                         grp
import time:       622 |       4066 |                       distutils.archive_util
import time:       494 |        494 |                       distutils.file_util
import time:       577 |        577 |                       distutils.util
import time:      1732 |      10847 |                     distutils.cmd
import time:      3674 |       3674 |                       configparser
import time:       548 |       4222 |                     distutils.config
import time:      9699 |       9699 |                           distutils._vendor
import time:       867 |      10566 |                         distutils._vendor.packaging
import time:       877 |        877 |                             distutils._vendor.packaging._elffile
import time:      1050 |       1927 |                           distutils._vendor.packaging._manylinux
import time:       813 |        813 |                           distutils._vendor.packaging._musllinux
import time:       847 |       3586 |                         distutils._vendor.packaging.tags
import time:       594 |        594 |                           distutils._vendor.packaging._structures
import time:      1026 |       1620 |                         distutils._vendor.packaging.version
import time:      1602 |      17372 |                       distutils._vendor.packaging.utils
import time:       819 |        819 |                       distutils.fancy_getopt
import time:       977 |      19167 |                     distutils.dist
import time:       569 |        569 |                     distutils.extension
import time:      3367 |      38170 |                   _distutils_hack.override
import time:       533 |        533 |                     distutils.log
import time:      9512 |       9512 |                       distutils.filelist
import time:       552 |      10064 |                     setuptools.monkey
import time:       522 |      11118 |                   setuptools.logging
import time:       484 |        484 |                     setuptools._importlib
import time:      1943 |       2426 |                   setuptools.version
import time:       482 |        482 |                     setuptools._imp
import time:       556 |       1038 |                   setuptools.depends
import time:       665 |        665 |                           more_itertools.recipes
import time:      1522 |       2187 |                         more_itertools.more
import time:      1240 |       3427 |                       more_itertools
import time:       572 |       3999 |                     setuptools._path
import time:       820 |       4819 |                   setuptools.discovery
import time:       561 |        561 |                     distutils.command
import time:      1528 |       1528 |                     ordered_set
import time:       794 |        794 |                                   packaging._elffile
import time:       747 |       1541 |                                 packaging._manylinux
import time:       676 |        676 |                                 packaging._musllinux
import time:       865 |       3081 |                               packaging.tags
import time:       705 |       3786 |                             packaging.utils
import time:      4021 |       7806 |                           packaging.specifiers
import time:     27473 |      35278 |                         packaging._tokenizer
import time:       970 |      36248 |                       packaging._parser
import time:       798 |      37046 |                     packaging.markers
import time:       586 |        586 |                       setuptools.errors
import time:       951 |        951 |                         jaraco
import time:       699 |        699 |                         jaraco.functools
import time:      2397 |       2397 |                           backports
import time:       829 |        829 |                               backports.tarfile.compat
import time:       770 |       1599 |                             backports.tarfile.compat.py38
import time:       707 |        707 |                             pwd
import time:       681 |        681 |                             grp
import time:      1605 |       4591 |                           backports.tarfile
import time:       725 |       7712 |                         jaraco.context
import time:       681 |        681 |                             importlib.resources._itertools
import time:       596 |       1277 |                           importlib.resources.readers
import time:       480 |       1756 |                         importlib.readers
import time:      1462 |      12578 |                       jaraco.text
import time:      9454 |       9454 |                       setuptools._itertools
import time:       713 |      23330 |                     setuptools._entry_points
import time:       580 |        580 |                       packaging.requirements
import time:       657 |       1237 |                     setuptools._reqs
import time:       822 |        822 |                       distutils.command.bdist
import time:       593 |       1415 |                     setuptools.command
import time:       568 |        568 |                       setuptools.warnings
import time:      1334 |       1334 |                         setuptools.config.expand
import time:      1275 |       2608 |                       setuptools.config.setupcfg
import time:       664 |       3839 |                     setuptools.config
import time:     34485 |      34485 |                           email._header_value_parser
import time:       821 |      35306 |                         email.headerregistry
import time:       817 |      36123 |                       setuptools.config._apply_pyprojecttoml
import time:       722 |      36845 |                     setuptools.config.pyprojecttoml
import time:       921 |     106719 |                   setuptools.dist
import time:       708 |        708 |                   setuptools.extension
import time:       987 |        987 |                     setuptools._normalization
import time:       678 |       1665 |                   setuptools._core_metadata
import time:       834 |        834 |                   setuptools.msvc
import time:       547 |        547 |                     distutils._itertools
import time:       740 |       1286 |                   distutils.ccompiler
import time:      1945 |     170723 |                 distutils
import time:       856 |     171579 |               distutils.version
import time:       727 |        727 |                 blosc.version
import time:      4119 |       4119 |                 blosc.blosc_extension
import time:       579 |        579 |                   blosc._version
import time:       726 |       1305 |                 blosc.toplevel
import time:       749 |        749 |                     pwd
import time:      2881 |       2881 |                     psutil._common
import time:       593 |        593 |                     psutil._compat
import time:      5106 |       5106 |                       psutil._psutil_windows
import time:      1871 |       6976 |                     psutil._pswindows
import time:      1666 |      12864 |                   psutil
import time:       639 |      13503 |                 blosc.test
import time:       937 |      20590 |               blosc
import time:       776 |        776 |               rapidjson
import time:      1310 |     194790 |             mrcz.ioMRC
import time:       710 |        710 |             mrcz.ioDM
import time:      4341 |       4341 |             mrcz.test_mrcz
import time:       847 |     200686 |           mrcz
import time:       819 |     281320 |         tomobase.data.sinogram
import time:       572 |    2170148 |       tomobase.data
import time:      1248 |       1248 |           makefun.main
import time:       471 |        471 |           makefun._version
import time:       850 |       2567 |         makefun
import time:       577 |       3144 |       tomobase.hooks
import time:       792 |        792 |       tomobase.registrations.transforms
import time:       555 |        555 |           magicgui.backends
import time:       809 |       1364 |         magicgui.application
import time:      9592 |       9592 |                 magicgui._type_resolution
import time:      1205 |       1205 |                     docstring_parser.common
import time:       519 |        519 |                       docstring_parser.epydoc
import time:      1096 |       1096 |                       docstring_parser.google
import time:      1183 |       1183 |                       docstring_parser.numpydoc
import time:       517 |        517 |                       docstring_parser.rest
import time:       619 |        619 |                       docstring_parser.attrdoc
import time:       605 |       4537 |                     docstring_parser.parser
import time:       606 |        606 |                     docstring_parser.util
import time:       832 |       7179 |                   docstring_parser
import time:       597 |       7776 |                 magicgui._util
import time:       968 |        968 |                 magicgui.types
import time:       625 |        625 |                           psygnal._dataclass_utils
import time:       554 |        554 |                               psygnal._exceptions
import time:      1258 |       1258 |                                 mypy_extensions
import time:       471 |       1728 |                               psygnal._mypyc
import time:       923 |        923 |                                 psygnal._weak_callback
import time:       569 |       1491 |                               psygnal._queue
import time:      1663 |       5435 |                             psygnal._signal
import time:       832 |       6267 |                           psygnal._group
import time:       707 |       7598 |                         psygnal._group_descriptor
import time:       775 |       8372 |                       psygnal._evented_decorator
import time:       629 |        629 |                       psygnal._throttler
import time:      1898 |      10898 |                     psygnal
import time:      1176 |       1176 |                         magicgui.widgets.protocols
import time:       659 |       1835 |                       magicgui.widgets.bases._widget
import time:       664 |       2498 |                     magicgui.widgets.bases._value_widget
import time:       865 |      14260 |                   magicgui.widgets.bases._button_widget
import time:       602 |        602 |                   magicgui.widgets.bases._categorical_widget
import time:       684 |        684 |                     magicgui.signature
import time:       526 |        526 |                     magicgui.widgets.bases._mixins
import time:       596 |        596 |                     magicgui.widgets.bases._named_list
import time:       942 |       2747 |                   magicgui.widgets.bases._container_widget
import time:       529 |        529 |                   magicgui.widgets.bases._create_widget
import time:       746 |        746 |                   magicgui.widgets.bases._ranged_widget
import time:       608 |        608 |                   magicgui.widgets.bases._slider_widget
import time:       538 |        538 |                   magicgui.widgets.bases._toolbar
import time:      9642 |      29669 |                 magicgui.widgets.bases
import time:     15280 |      63283 |               magicgui.widgets._concrete
import time:       514 |        514 |               magicgui.widgets._dialogs
import time:       766 |        766 |               magicgui.widgets._function_gui
import time:      1095 |       1095 |                 magicgui.widgets._image._image
import time:       576 |       1670 |               magicgui.widgets._image
import time:      1083 |       1083 |               magicgui.widgets._table
import time:       667 |      67981 |             magicgui.widgets
import time:      1124 |      69104 |           magicgui.type_map._type_map
import time:       564 |      69668 |         magicgui.type_map
import time:       683 |        683 |         magicgui.type_map._magicgui
import time:      1857 |      73570 |       magicgui
import time:       755 |        755 |           tqdm._monitor
import time:       471 |        471 |           tqdm._tqdm_pandas
import time:      1166 |       1166 |               tqdm.utils
import time:      1116 |       2281 |             tqdm.std
import time:       464 |        464 |               tqdm._dist_ver
import time:       532 |        995 |             tqdm.version
import time:       787 |       4063 |           tqdm.cli
import time:       583 |        583 |           tqdm.gui
import time:       919 |       6789 |         tqdm
import time:       772 |       7560 |       magicgui.tqdm
import time:       990 |    2668443 |     tomobase.processes.forward_project
import time:       500 |        500 |         scipy.ndimage._ni_support
import time:       952 |        952 |         scipy.ndimage._nd_image
import time:       586 |        586 |         scipy.ndimage._ni_docstrings
import time:      2589 |       4626 |       scipy.ndimage._filters
import time:       504 |        504 |       scipy.ndimage._fourier
import time:      1203 |       1203 |       scipy.ndimage._interpolation
import time:      1119 |       1119 |         scipy.ndimage._ni_label
import time:       672 |        672 |         scipy.ndimage._morphology
import time:       763 |       2552 |       scipy.ndimage._measurements
import time:       499 |        499 |       scipy.ndimage.filters
import time:       526 |        526 |       scipy.ndimage.fourier
import time:       485 |        485 |       scipy.ndimage.interpolation
import time:       494 |        494 |       scipy.ndimage.measurements
import time:       469 |        469 |       scipy.ndimage.morphology
import time:      1778 |      13133 |     tomobase.processes.reconstruct
import time:       721 |    2682296 |   tomobase.processes
import time:       742 |        742 |             _plotly_utils
import time:       693 |       1434 |           _plotly_utils.importers
import time:       830 |       2264 |         plotly
import time:       978 |       3242 |       plotly.graph_objects
import time:       817 |        817 |           matplotlib._api.deprecation
import time:      1012 |       1828 |         matplotlib._api
import time:       463 |        463 |         matplotlib._version
import time:      1030 |       1030 |           matplotlib._c_internal_utils
import time:      1230 |       2259 |         matplotlib.cbook
import time:       554 |        554 |         matplotlib._docstring
import time:      9352 |       9352 |             matplotlib.backends.registry
import time:       572 |       9924 |           matplotlib.backends
import time:       795 |        795 |               PIL._version
import time:       876 |       1670 |             PIL
import time:      3791 |       3791 |               PIL.ExifTags
import time:       484 |        484 |                 PIL._deprecate
import time:       795 |       1278 |               PIL.ImageMode
import time:      1048 |       1048 |               PIL.TiffTags
import time:       493 |        493 |               PIL._binary
import time:       614 |        614 |                 PIL._typing
import time:       517 |       1131 |               PIL._util
import time:       786 |        786 |                 defusedxml.common
import time:       806 |       1592 |               defusedxml
import time:       515 |        515 |                   xml.etree
import time:       787 |        787 |                   xml.etree.ElementPath
import time:      1606 |       1606 |                   _elementtree
import time:      1294 |       4201 |                 xml.etree.ElementTree
import time:         5 |          5 |                 _elementtree
import time:      1579 |       5785 |               defusedxml.ElementTree
import time:      4566 |       4566 |               PIL._imaging
import time:      2315 |      21995 |             PIL.Image
import time:       525 |        525 |               PIL.ImageChops
import time:       971 |        971 |               PIL.ImageFile
import time:       119 |        119 |                 array
import time:       586 |        586 |                 PIL.GimpGradientFile
import time:       503 |        503 |                 PIL.GimpPaletteFile
import time:       598 |        598 |                 PIL.ImageColor
import time:       499 |        499 |                 PIL.PaletteFile
import time:      9457 |      11759 |               PIL.ImagePalette
import time:       534 |        534 |               PIL.ImageSequence
import time:      1686 |      15474 |             PIL.PngImagePlugin
import time:       860 |        860 |             matplotlib._cm
import time:      1151 |       1151 |                   matplotlib._path
import time:       679 |        679 |                     matplotlib.bezier
import time:       745 |       1424 |                   matplotlib.path
import time:      2419 |       4993 |                 matplotlib.transforms
import time:      1475 |       6467 |               matplotlib.ticker
import time:      1218 |       7685 |             matplotlib.scale
import time:      1014 |       1014 |             matplotlib._color_data
import time:      2482 |      51178 |           matplotlib.colors
import time:       883 |        883 |               pyparsing.util
import time:       858 |        858 |                 pyparsing.unicode
import time:      2024 |       2881 |               pyparsing.exceptions
import time:       612 |        612 |               pyparsing.actions
import time:       788 |        788 |                 pyparsing.results
import time:      8550 |       9338 |               pyparsing.core
import time:      2689 |       2689 |               pyparsing.helpers
import time:       628 |        628 |               pyparsing.testing
import time:      3780 |       3780 |               pyparsing.common
import time:      1215 |      22023 |             pyparsing
import time:       740 |      22762 |           matplotlib._fontconfig_pattern
import time:       856 |        856 |           matplotlib._enums
import time:       833 |        833 |           cycler
import time:      1149 |      86700 |         matplotlib.rcsetup
import time:      2292 |       2292 |         matplotlib.ft2font
import time:       577 |        577 |           kiwisolver.exceptions
import time:      1739 |       2316 |         kiwisolver._cext
